index,brand,product,url,description,imgSrc,imgAlt,name,specific,colorspace,hex
5721,Charlotte Tilbury,Light Wonder Foundation,https://www.sephora.com/product/light-wonder-foundation-P434103?icid2=products%20grid:p434103,3 Fair neutral beige,/productimages/sku/s2116101+sw.jpg,3 Fair 1.4 oz/ 40 mL,Fair,3,RGB,#DFC0AC
5722,Charlotte Tilbury,Light Wonder Foundation,https://www.sephora.com/product/light-wonder-foundation-P434103?icid2=products%20grid:p434103,4 Fair light neutral,/productimages/sku/s2116119+sw.jpg,4 Fair 1.4 oz/ 40 mL,Fair,4,RGB,#E0C1A9
5723,Charlotte Tilbury,Light Wonder Foundation,https://www.sephora.com/product/light-wonder-foundation-P434103?icid2=products%20grid:p434103,4.5 medium neutral,/productimages/sku/s2231868+sw.jpg,4.5 1.4 oz/ 40 mL,,4.5,RGB,#E1BFA0
5724,Charlotte Tilbury,Light Wonder Foundation,https://www.sephora.com/product/light-wonder-foundation-P434103?icid2=products%20grid:p434103,5 Medium warm peach,/productimages/sku/s2116127+sw.jpg,5 Medium 1.4 oz/ 40 mL,Medium,5,RGB,#D9B198
5725,Charlotte Tilbury,Light Wonder Foundation,https://www.sephora.com/product/light-wonder-foundation-P434103?icid2=products%20grid:p434103,6 Medium neutral golden - Selected,/productimages/sku/s2116135+sw.jpg,6 Medium 1.4 oz/ 40 mL,Medium,6,RGB,#CFAF95
5726,Charlotte Tilbury,Light Wonder Foundation,https://www.sephora.com/product/light-wonder-foundation-P434103?icid2=products%20grid:p434103,7 Medium neutral caramel,/productimages/sku/s2116143+sw.jpg,7 Medium 1.4 oz/ 40 mL,Medium,7,RGB,#D5AB89
5727,Charlotte Tilbury,Light Wonder Foundation,https://www.sephora.com/product/light-wonder-foundation-P434103?icid2=products%20grid:p434103,8 Medium neutral deep tan,/productimages/sku/s2116150+sw.jpg,8 Medium 1.4 oz/ 40 mL,Medium,8,RGB,#D0A78C
5728,Charlotte Tilbury,Light Wonder Foundation,https://www.sephora.com/product/light-wonder-foundation-P434103?icid2=products%20grid:p434103,9 Dark yellow golden,/productimages/sku/s2116168+sw.jpg,9 Dark 1.4 oz/ 40 mL,Dark,9,RGB,#D5A483
5729,Charlotte Tilbury,Light Wonder Foundation,https://www.sephora.com/product/light-wonder-foundation-P434103?icid2=products%20grid:p434103,10 Dark warm deep gold,/productimages/sku/s2116176+sw.jpg,10 Dark 1.4 oz/ 40 mL,Dark,10,RGB,#B4856D
5730,Natasha Denona,Transformatte Pore Vanishing Matte Foundation,https://www.sephora.com/product/transformatte-pore-vanishing-matte-foundation-P434566?skuId=1977255&icid2=products%20grid:p434566,#3N fair with neutral undertone,/productimages/sku/s2112779+sw.jpg,#3N 0.94 oz/ 28 mL,,3N,RGB,#F3E6DA
5731,Natasha Denona,Transformatte Pore Vanishing Matte Foundation,https://www.sephora.com/product/transformatte-pore-vanishing-matte-foundation-P434566?skuId=1977255&icid2=products%20grid:p434566,#4Y fair with yellow undertone,/productimages/sku/s2112787+sw.jpg,#4Y 0.94 oz/ 28 mL,,4Y,RGB,#F9EFE6
5732,Natasha Denona,Transformatte Pore Vanishing Matte Foundation,https://www.sephora.com/product/transformatte-pore-vanishing-matte-foundation-P434566?skuId=1977255&icid2=products%20grid:p434566,#5N fair with neutral undertone,/productimages/sku/s2112795+sw.jpg,#5N 0.94 oz/ 28 mL,,5N,RGB,#FAF2E6
5733,Natasha Denona,Transformatte Pore Vanishing Matte Foundation,https://www.sephora.com/product/transformatte-pore-vanishing-matte-foundation-P434566?skuId=1977255&icid2=products%20grid:p434566,#10R fair with red undertone,/productimages/sku/s1994110+sw.jpg,#10R 0.94 oz/ 28 mL,,10R,RGB,#F9E6D9
5734,Natasha Denona,Transformatte Pore Vanishing Matte Foundation,https://www.sephora.com/product/transformatte-pore-vanishing-matte-foundation-P434566?skuId=1977255&icid2=products%20grid:p434566,#20Y light with yellow undertone - Selected,/productimages/sku/s1977255+sw.jpg,#20Y 0.94 oz/ 28 mL,,20Y,RGB,#F9E6CC
5735,Natasha Denona,Transformatte Pore Vanishing Matte Foundation,https://www.sephora.com/product/transformatte-pore-vanishing-matte-foundation-P434566?skuId=1977255&icid2=products%20grid:p434566,#22W light with warm undertone,/productimages/sku/s2112803+sw.jpg,#22W 0.94 oz/ 28 mL,,22W,RGB,#F8E3CF
5736,Natasha Denona,Transformatte Pore Vanishing Matte Foundation,https://www.sephora.com/product/transformatte-pore-vanishing-matte-foundation-P434566?skuId=1977255&icid2=products%20grid:p434566,#23R light with red undertone,/productimages/sku/s2112811+sw.jpg,Natasha Denona Transformatte Pore Vanishing Matte Foundation #23R 0.94 oz/ 28 mL,Natasha Denona Transformatte Pore Vanishing Matte Foundation,23R,RGB,#F7E6DA
5737,Natasha Denona,Transformatte Pore Vanishing Matte Foundation,https://www.sephora.com/product/transformatte-pore-vanishing-matte-foundation-P434566?skuId=1977255&icid2=products%20grid:p434566,#24W light with warm undertone,/productimages/sku/s2112829+sw.jpg,#24W 0.94 oz/ 28 mL,,24W,RGB,#FAE2CB
5738,Natasha Denona,Transformatte Pore Vanishing Matte Foundation,https://www.sephora.com/product/transformatte-pore-vanishing-matte-foundation-P434566?skuId=1977255&icid2=products%20grid:p434566,#25NY light with neutral-yellow undertone,/productimages/sku/s2112837+sw.jpg,#25NY 0.94 oz/ 28 mL,,25NY,RGB,#F8DFC6
5739,Natasha Denona,Transformatte Pore Vanishing Matte Foundation,https://www.sephora.com/product/transformatte-pore-vanishing-matte-foundation-P434566?skuId=1977255&icid2=products%20grid:p434566,#26Y light with yellow undertone,/productimages/sku/s2112845+sw.jpg,#26Y 0.94 oz/ 28 mL,,26Y,RGB,#F7E4C8
5740,Natasha Denona,Transformatte Pore Vanishing Matte Foundation,https://www.sephora.com/product/transformatte-pore-vanishing-matte-foundation-P434566?skuId=1977255&icid2=products%20grid:p434566,#27WY light with warm-yellow undertone,/productimages/sku/s2112852+sw.jpg,#27WY 0.94 oz/ 28 mL,,27WY,RGB,#FDDFC7
5741,Natasha Denona,Transformatte Pore Vanishing Matte Foundation,https://www.sephora.com/product/transformatte-pore-vanishing-matte-foundation-P434566?skuId=1977255&icid2=products%20grid:p434566,#30W light-medium with warm undertone,/productimages/sku/s1977263+sw.jpg,#30W 0.94 oz/ 28 mL,,30W,RGB,#F2CFAC
5742,Natasha Denona,Transformatte Pore Vanishing Matte Foundation,https://www.sephora.com/product/transformatte-pore-vanishing-matte-foundation-P434566?skuId=1977255&icid2=products%20grid:p434566,#31W light-medium with warm undertone,/productimages/sku/s2112860+sw.jpg,#31W 0.94 oz/ 28 mL,,31W,RGB,#F3CDAC
5743,Natasha Denona,Transformatte Pore Vanishing Matte Foundation,https://www.sephora.com/product/transformatte-pore-vanishing-matte-foundation-P434566?skuId=1977255&icid2=products%20grid:p434566,#35R light-medium with red undertone,/productimages/sku/s2112878+sw.jpg,#35R 0.94 oz/ 28 mL,,35R,RGB,#F1D3C6
5744,Natasha Denona,Transformatte Pore Vanishing Matte Foundation,https://www.sephora.com/product/transformatte-pore-vanishing-matte-foundation-P434566?skuId=1977255&icid2=products%20grid:p434566,#40N light-medium with neutral undertone,/productimages/sku/s1977271+sw.jpg,#40N 0.94 oz/ 28 mL,,40N,RGB,#EAC7B2
5745,Natasha Denona,Transformatte Pore Vanishing Matte Foundation,https://www.sephora.com/product/transformatte-pore-vanishing-matte-foundation-P434566?skuId=1977255&icid2=products%20grid:p434566,#41WY light-medium with warm-yellow undertone,/productimages/sku/s2112886+sw.jpg,#41WY 0.94 oz/ 28 mL,,41WY,RGB,#F0D1B5
5746,Natasha Denona,Transformatte Pore Vanishing Matte Foundation,https://www.sephora.com/product/transformatte-pore-vanishing-matte-foundation-P434566?skuId=1977255&icid2=products%20grid:p434566,#42NY medium with neutral-yellow undertone,/productimages/sku/s1977289+sw.jpg,#42NY 0.94 oz/ 28 mL,,42NY,RGB,#EACAAB
5747,Natasha Denona,Transformatte Pore Vanishing Matte Foundation,https://www.sephora.com/product/transformatte-pore-vanishing-matte-foundation-P434566?skuId=1977255&icid2=products%20grid:p434566,#45N medium with neutral undertone,/productimages/sku/s1977297+sw.jpg,#45N 0.94 oz/ 28 mL,,45N,RGB,#E8CAA5
5748,Natasha Denona,Transformatte Pore Vanishing Matte Foundation,https://www.sephora.com/product/transformatte-pore-vanishing-matte-foundation-P434566?skuId=1977255&icid2=products%20grid:p434566,#50WN medium with warm-neutral undertone,/productimages/sku/s1977313+sw.jpg,#50WN 0.94 oz/ 28 mL,,50WN,RGB,#DBA778
5749,Natasha Denona,Transformatte Pore Vanishing Matte Foundation,https://www.sephora.com/product/transformatte-pore-vanishing-matte-foundation-P434566?skuId=1977255&icid2=products%20grid:p434566,#55WR medium with warm-red undertone,/productimages/sku/s2112894+sw.jpg,#55WR 0.94 oz/ 28 mL,,55WR,RGB,#F6C6A3
5750,Natasha Denona,Transformatte Pore Vanishing Matte Foundation,https://www.sephora.com/product/transformatte-pore-vanishing-matte-foundation-P434566?skuId=1977255&icid2=products%20grid:p434566,#58Y medium with yellow undertone,/productimages/sku/s2112902+sw.jpg,#58Y 0.94 oz/ 28 mL,,58Y,RGB,#DCAC82
5751,Natasha Denona,Transformatte Pore Vanishing Matte Foundation,https://www.sephora.com/product/transformatte-pore-vanishing-matte-foundation-P434566?skuId=1977255&icid2=products%20grid:p434566,#60WY medium with warm-yellow undertone,/productimages/sku/s2112910+sw.jpg,#60WY 0.94 oz/ 28 mL,,60WY,RGB,#ECCCAD
5752,Natasha Denona,Transformatte Pore Vanishing Matte Foundation,https://www.sephora.com/product/transformatte-pore-vanishing-matte-foundation-P434566?skuId=1977255&icid2=products%20grid:p434566,#70WN medium with warm-neutral undertone,/productimages/sku/s1977321+sw.jpg,#70WN 0.94 oz/ 28 mL,,70WN,RGB,#C89F85
5753,Natasha Denona,Transformatte Pore Vanishing Matte Foundation,https://www.sephora.com/product/transformatte-pore-vanishing-matte-foundation-P434566?skuId=1977255&icid2=products%20grid:p434566,#75Y dark with yellow undertone,/productimages/sku/s1977339+sw.jpg,#75Y 0.94 oz/ 28 mL,,75Y,RGB,#E3A66C
5754,Natasha Denona,Transformatte Pore Vanishing Matte Foundation,https://www.sephora.com/product/transformatte-pore-vanishing-matte-foundation-P434566?skuId=1977255&icid2=products%20grid:p434566,#82W dark with warm undertone,/productimages/sku/s2112928+sw.jpg,#82W 0.94 oz/ 28 mL,,82W,RGB,#CDAB89
5755,Natasha Denona,Transformatte Pore Vanishing Matte Foundation,https://www.sephora.com/product/transformatte-pore-vanishing-matte-foundation-P434566?skuId=1977255&icid2=products%20grid:p434566,#85WN dark with warm-neutral undertone,/productimages/sku/s2112936+sw.jpg,#85WN 0.94 oz/ 28 mL,,85WN,RGB,#D2A173
5756,Natasha Denona,Transformatte Pore Vanishing Matte Foundation,https://www.sephora.com/product/transformatte-pore-vanishing-matte-foundation-P434566?skuId=1977255&icid2=products%20grid:p434566,#86Y dark with yellow undertone,/productimages/sku/s2112944+sw.jpg,#86Y 0.94 oz/ 28 mL,,86Y,RGB,#CE9663
5757,Natasha Denona,Transformatte Pore Vanishing Matte Foundation,https://www.sephora.com/product/transformatte-pore-vanishing-matte-foundation-P434566?skuId=1977255&icid2=products%20grid:p434566,#87W dark with warm undertone,/productimages/sku/s2112951+sw.jpg,#87W 0.94 oz/ 28 mL,,87W,RGB,#C99B70
5758,Natasha Denona,Transformatte Pore Vanishing Matte Foundation,https://www.sephora.com/product/transformatte-pore-vanishing-matte-foundation-P434566?skuId=1977255&icid2=products%20grid:p434566,#89WY dark with warm-yellow undertone,/productimages/sku/s2112969+sw.jpg,#89WY 0.94 oz/ 28 mL,,89WY,RGB,#D19C6F
5759,Natasha Denona,Transformatte Pore Vanishing Matte Foundation,https://www.sephora.com/product/transformatte-pore-vanishing-matte-foundation-P434566?skuId=1977255&icid2=products%20grid:p434566,#90N dark with neutral undertone,/productimages/sku/s1977347+sw.jpg,#90N 0.94 oz/ 28 mL,,90N,RGB,#CCA07A
5760,Natasha Denona,Transformatte Pore Vanishing Matte Foundation,https://www.sephora.com/product/transformatte-pore-vanishing-matte-foundation-P434566?skuId=1977255&icid2=products%20grid:p434566,#91NY deep with neutral-yellow undertone,/productimages/sku/s2112977+sw.jpg,#91NY 0.94 oz/ 28 mL,,91NY,RGB,#D1A177
5761,Natasha Denona,Transformatte Pore Vanishing Matte Foundation,https://www.sephora.com/product/transformatte-pore-vanishing-matte-foundation-P434566?skuId=1977255&icid2=products%20grid:p434566,#92W deep with warm undertone,/productimages/sku/s2112985+sw.jpg,#92W 0.94 oz/ 28 mL,,92W,RGB,#A86F44
5762,Natasha Denona,Transformatte Pore Vanishing Matte Foundation,https://www.sephora.com/product/transformatte-pore-vanishing-matte-foundation-P434566?skuId=1977255&icid2=products%20grid:p434566,#93R deep with red undertone,/productimages/sku/s2112993+sw.jpg,#93R 0.94 oz/ 28 mL,,93R,RGB,#A27251
5763,Natasha Denona,Transformatte Pore Vanishing Matte Foundation,https://www.sephora.com/product/transformatte-pore-vanishing-matte-foundation-P434566?skuId=1977255&icid2=products%20grid:p434566,#94N deep with neutral undertone,/productimages/sku/s2113009+sw.jpg,#94N 0.94 oz/ 28 mL,,94N,RGB,#A76846
5764,Natasha Denona,Transformatte Pore Vanishing Matte Foundation,https://www.sephora.com/product/transformatte-pore-vanishing-matte-foundation-P434566?skuId=1977255&icid2=products%20grid:p434566,#96NR deep with neutral-red undertone,/productimages/sku/s2113017+sw.jpg,#96NR 0.94 oz/ 28 mL,,96NR,RGB,#996354
5765,bareMinerals,Blemish Rescue™ Salicylic Acid Loose Powder Foundation ,https://www.sephora.com/product/blemish-rescue-skin-clearing-loose-powder-foundation-P432867?icid2=products%20grid:p432867,Fair 1C fair skin with cool undertones,/productimages/sku/s2107589+sw.jpg,Fair 1C 0.21 oz/ 6 g,Fair,1C,RGB,#FDE3CF
5766,bareMinerals,Blemish Rescue™ Salicylic Acid Loose Powder Foundation ,https://www.sephora.com/product/blemish-rescue-skin-clearing-loose-powder-foundation-P432867?icid2=products%20grid:p432867,Fair Ivory 1N fair skin with neutral undertones - Selected,/productimages/sku/s2107597+sw.jpg,Fair Ivory 1N 0.21 oz/ 6 g,Fair Ivory,1N,RGB,#FCCCAC
5767,bareMinerals,Blemish Rescue™ Salicylic Acid Loose Powder Foundation ,https://www.sephora.com/product/blemish-rescue-skin-clearing-loose-powder-foundation-P432867?icid2=products%20grid:p432867,Fairly Light 1NW  fair skin with neutral to warm undertones,/productimages/sku/s2107605+sw.jpg,Fairly Light 1NW 0.21 oz/ 6 g,Fairly Light,1NW,RGB,#EDC6A5
5768,bareMinerals,Blemish Rescue™ Salicylic Acid Loose Powder Foundation ,https://www.sephora.com/product/blemish-rescue-skin-clearing-loose-powder-foundation-P432867?icid2=products%20grid:p432867,Fairly Medium 2C fair to light skin with cool undertones,/productimages/sku/s2107613+sw.jpg,Fairly Medium 2C 0.21 oz/ 6 g,Fairly Medium,2C,RGB,#EFC6B0
5769,bareMinerals,Blemish Rescue™ Salicylic Acid Loose Powder Foundation ,https://www.sephora.com/product/blemish-rescue-skin-clearing-loose-powder-foundation-P432867?icid2=products%20grid:p432867,Soft Medium 2CN light skin with cool to neutral undertones,/productimages/sku/s2107621+sw.jpg,Soft Medium 2CN 0.21 oz/ 6 g,Soft Medium,2CN,RGB,#E1A77F
5770,bareMinerals,Blemish Rescue™ Salicylic Acid Loose Powder Foundation ,https://www.sephora.com/product/blemish-rescue-skin-clearing-loose-powder-foundation-P432867?icid2=products%20grid:p432867,Neutral Ivory 2N light skin with neutral undertones,/productimages/sku/s2107639+sw.jpg,Neutral Ivory 2N 0.21 oz/ 6 g,Neutral Ivory,2N,RGB,#D09B6D
5771,bareMinerals,Blemish Rescue™ Salicylic Acid Loose Powder Foundation ,https://www.sephora.com/product/blemish-rescue-skin-clearing-loose-powder-foundation-P432867?icid2=products%20grid:p432867,Light 2W light skin with warm undertones,/productimages/sku/s2107647+sw.jpg,Light 2W 0.21 oz/ 6 g,Light,2W,RGB,#F1B885
5772,bareMinerals,Blemish Rescue™ Salicylic Acid Loose Powder Foundation ,https://www.sephora.com/product/blemish-rescue-skin-clearing-loose-powder-foundation-P432867?icid2=products%20grid:p432867,Golden Beige 2.5NW light to medium skin with neutral to warm undertones,/productimages/sku/s2107670+sw.jpg,Golden Beige 2.5NW 0.21 oz/ 6 g,Golden Beige 2,5NW,RGB,#E1A477
5773,bareMinerals,Blemish Rescue™ Salicylic Acid Loose Powder Foundation ,https://www.sephora.com/product/blemish-rescue-skin-clearing-loose-powder-foundation-P432867?icid2=products%20grid:p432867,Medium 3C medium skin with cool undertones,/productimages/sku/s2107654+sw.jpg,Medium 3C 0.21 oz/ 6 g,Medium,3C,RGB,#E2AF9A
5774,bareMinerals,Blemish Rescue™ Salicylic Acid Loose Powder Foundation ,https://www.sephora.com/product/blemish-rescue-skin-clearing-loose-powder-foundation-P432867?icid2=products%20grid:p432867,Neutral Medium 3N  medium skin with neutral undertones,/productimages/sku/s2107688+sw.jpg,Neutral Medium 3N 0.21 oz/ 6 g,Neutral Medium,3N,RGB,#D69664
5775,bareMinerals,Blemish Rescue™ Salicylic Acid Loose Powder Foundation ,https://www.sephora.com/product/blemish-rescue-skin-clearing-loose-powder-foundation-P432867?icid2=products%20grid:p432867,Medium Tan 3.5CN  medium to tan skin with cool to neutral undertones,/productimages/sku/s2107696+sw.jpg,Medium Tan 3.5CN 0.21 oz/ 6 g,Medium Tan 3,5CN,RGB,#9D6E43
5776,bareMinerals,Blemish Rescue™ Salicylic Acid Loose Powder Foundation ,https://www.sephora.com/product/blemish-rescue-skin-clearing-loose-powder-foundation-P432867?icid2=products%20grid:p432867,Golden Nude 3.5NW  medium to tan skin with neutral to warm undertones,/productimages/sku/s2107704+sw.jpg,Golden Nude 3.5NW 0.21 oz/ 6 g,Golden Nude 3,5NW,RGB,#D19369
5777,bareMinerals,Blemish Rescue™ Salicylic Acid Loose Powder Foundation ,https://www.sephora.com/product/blemish-rescue-skin-clearing-loose-powder-foundation-P432867?icid2=products%20grid:p432867,Tan Nude 3.5W medium to tan skin with warm undertones,/productimages/sku/s2107712+sw.jpg,Tan Nude 3.5W 0.21 oz/ 6 g,Tan Nude 3,5W,RGB,#D09670
5778,bareMinerals,Blemish Rescue™ Salicylic Acid Loose Powder Foundation ,https://www.sephora.com/product/blemish-rescue-skin-clearing-loose-powder-foundation-P432867?icid2=products%20grid:p432867,Neutral Tan 4N tan skin with neutral undertones,/productimages/sku/s2107720+sw.jpg,Neutral Tan 4N 0.21 oz/ 6 g,Neutral Tan,4N,RGB,#CF9770
5779,bareMinerals,Blemish Rescue™ Salicylic Acid Loose Powder Foundation ,https://www.sephora.com/product/blemish-rescue-skin-clearing-loose-powder-foundation-P432867?icid2=products%20grid:p432867,Warm Tan 4.5CN tan to dark skin with cool to neutral undertones,/productimages/sku/s2107738+sw.jpg,Warm Tan 4.5CN 0.21 oz/ 6 g,Warm Tan 4,5CN,RGB,#9F5D34
5780,bareMinerals,Blemish Rescue™ Salicylic Acid Loose Powder Foundation ,https://www.sephora.com/product/blemish-rescue-skin-clearing-loose-powder-foundation-P432867?icid2=products%20grid:p432867,Medium Dark 5CN  dark skin with cool to neutral undertones,/productimages/sku/s2107746+sw.jpg,Medium Dark 5CN 0.21 oz/ 6 g,Medium Dark,5CN,RGB,#9C5A37
5781,bareMinerals,Blemish Rescue™ Salicylic Acid Loose Powder Foundation ,https://www.sephora.com/product/blemish-rescue-skin-clearing-loose-powder-foundation-P432867?icid2=products%20grid:p432867,Warm Deep 5.5N dark to deep skin with neutral undertones,/productimages/sku/s2107753+sw.jpg,Warm Deep 5.5N 0.21 oz/ 6 g,Warm Deep 5,5N,RGB,#9A583D
5782,bareMinerals,Blemish Rescue™ Salicylic Acid Loose Powder Foundation ,https://www.sephora.com/product/blemish-rescue-skin-clearing-loose-powder-foundation-P432867?icid2=products%20grid:p432867,Neutral Deep 5.5NW dark to deep skin with neutral to warm undertones,/productimages/sku/s2107761+sw.jpg,Neutral Deep 5.5NW 0.21 oz/ 6 g,Neutral Deep 5,5NW,RGB,#976841
5783,bareMinerals,Blemish Rescue™ Salicylic Acid Loose Powder Foundation ,https://www.sephora.com/product/blemish-rescue-skin-clearing-loose-powder-foundation-P432867?icid2=products%20grid:p432867,Deepest Deep 6C deep skin with cool undertones,/productimages/sku/s2107779+sw.jpg,Deepest Deep 6C 0.21 oz/ 6 g,Deepest Deep,6C,RGB,#774D35
5784,Yves Saint Laurent,Touche Eclat Le Teint Radiant Liquid Foundation,https://www.sephora.com/product/touche-eclat-le-teint-radiance-awakening-foundation-spf-22-P405083?icid2=products%20grid:p405083,"BR05 COOL MILK very fair, neutral pink undertone",/productimages/sku/s2209377+sw.jpg,BR05 COOL MILK 1 oz/ 30 mL,,BR05,RGB,#E8C1A2
5785,Yves Saint Laurent,Touche Eclat Le Teint Radiant Liquid Foundation,https://www.sephora.com/product/touche-eclat-le-teint-radiance-awakening-foundation-spf-22-P405083?icid2=products%20grid:p405083,BD10 Fair skin neutral to pink undertone,/productimages/sku/s1795574+sw.jpg,BD10 1 oz,,BD10,RGB,#DCBFA7
5786,Yves Saint Laurent,Touche Eclat Le Teint Radiant Liquid Foundation,https://www.sephora.com/product/touche-eclat-le-teint-radiance-awakening-foundation-spf-22-P405083?icid2=products%20grid:p405083,BR10 Fair skin neutral to pink undertone,/productimages/sku/s1795582+sw.jpg,BR10 1 oz,,BR10,RGB,#E1C1AD
5787,Yves Saint Laurent,Touche Eclat Le Teint Radiant Liquid Foundation,https://www.sephora.com/product/touche-eclat-le-teint-radiance-awakening-foundation-spf-22-P405083?icid2=products%20grid:p405083,B10 Fair skin neutral undertone,/productimages/sku/s1795772+sw.jpg,B10 1 oz,,B10,RGB,#F7D8C4
5788,Yves Saint Laurent,Touche Eclat Le Teint Radiant Liquid Foundation,https://www.sephora.com/product/touche-eclat-le-teint-radiance-awakening-foundation-spf-22-P405083?icid2=products%20grid:p405083,B20 Fair/light neutral undertone,/productimages/sku/s1795590+sw.jpg,B20 1 oz,,B20,RGB,#D6B59D
5789,Yves Saint Laurent,Touche Eclat Le Teint Radiant Liquid Foundation,https://www.sephora.com/product/touche-eclat-le-teint-radiance-awakening-foundation-spf-22-P405083?icid2=products%20grid:p405083,BR20 Fair/light neutral to pink undertone,/productimages/sku/s1795780+sw.jpg,BR20 1 oz,,BR20,RGB,#D3AD97
5790,Yves Saint Laurent,Touche Eclat Le Teint Radiant Liquid Foundation,https://www.sephora.com/product/touche-eclat-le-teint-radiance-awakening-foundation-spf-22-P405083?icid2=products%20grid:p405083,BD25 Fair/light neutral to golden undertone,/productimages/sku/s1795608+sw.jpg,BD25 1 oz,,BD25,RGB,#D3AC92
5791,Yves Saint Laurent,Touche Eclat Le Teint Radiant Liquid Foundation,https://www.sephora.com/product/touche-eclat-le-teint-radiance-awakening-foundation-spf-22-P405083?icid2=products%20grid:p405083,"BR25 COOL BEIGE light, pink undertone",/productimages/sku/s2209385+sw.jpg,BR25 COOL BEIGE 1 oz/ 30 mL,,BR25,RGB,#E4BFAD
5792,Yves Saint Laurent,Touche Eclat Le Teint Radiant Liquid Foundation,https://www.sephora.com/product/touche-eclat-le-teint-radiance-awakening-foundation-spf-22-P405083?icid2=products%20grid:p405083,B30 Light neutral underton,/productimages/sku/s1795616+sw.jpg,B30 1 oz,,B30,RGB,#C29D8A
5793,Yves Saint Laurent,Touche Eclat Le Teint Radiant Liquid Foundation,https://www.sephora.com/product/touche-eclat-le-teint-radiance-awakening-foundation-spf-22-P405083?icid2=products%20grid:p405083,BR30 Light neutral to pink undertone,/productimages/sku/s1795624+sw.jpg,BR30 1 oz,,BR30,RGB,#C1A398
5794,Yves Saint Laurent,Touche Eclat Le Teint Radiant Liquid Foundation,https://www.sephora.com/product/touche-eclat-le-teint-radiance-awakening-foundation-spf-22-P405083?icid2=products%20grid:p405083,BD30 Light neutral to golden undertone,/productimages/sku/s1795756+sw.jpg,BD30 1 oz,,BD30,RGB,#CAA88E
5795,Yves Saint Laurent,Touche Eclat Le Teint Radiant Liquid Foundation,https://www.sephora.com/product/touche-eclat-le-teint-radiance-awakening-foundation-spf-22-P405083?icid2=products%20grid:p405083,B40 Light/medium neutral undertone,/productimages/sku/s1795632+sw.jpg,B40 1 oz,,B40,RGB,#C3A493
5796,Yves Saint Laurent,Touche Eclat Le Teint Radiant Liquid Foundation,https://www.sephora.com/product/touche-eclat-le-teint-radiance-awakening-foundation-spf-22-P405083?icid2=products%20grid:p405083,BD40 Light/medium neutral to golden undertone,/productimages/sku/s1795640+sw.jpg,BD40 1 oz,,BD40,RGB,#C09D89
5797,Yves Saint Laurent,Touche Eclat Le Teint Radiant Liquid Foundation,https://www.sephora.com/product/touche-eclat-le-teint-radiance-awakening-foundation-spf-22-P405083?icid2=products%20grid:p405083,BR40 Light/medium neutral to pink undertone,/productimages/sku/s1795657+sw.jpg,BR40 1 oz,,BR40,RGB,#C8A68E
5798,Yves Saint Laurent,Touche Eclat Le Teint Radiant Liquid Foundation,https://www.sephora.com/product/touche-eclat-le-teint-radiance-awakening-foundation-spf-22-P405083?icid2=products%20grid:p405083,BR45 Medium neutral to pink undertone,/productimages/sku/s1795699+sw.jpg,BR45 1 oz,,BR45,RGB,#C09F8E
5799,Yves Saint Laurent,Touche Eclat Le Teint Radiant Liquid Foundation,https://www.sephora.com/product/touche-eclat-le-teint-radiance-awakening-foundation-spf-22-P405083?icid2=products%20grid:p405083,B45 Medium neutral undertone,/productimages/sku/s1795764+sw.jpg,B45 1 oz,,B45,RGB,#C0A18C
5800,Yves Saint Laurent,Touche Eclat Le Teint Radiant Liquid Foundation,https://www.sephora.com/product/touche-eclat-le-teint-radiance-awakening-foundation-spf-22-P405083?icid2=products%20grid:p405083,B50 Medium/tan neutral undertone,/productimages/sku/s1795665+sw.jpg,B50 1 oz,,B50,RGB,#C7A98E
5801,Yves Saint Laurent,Touche Eclat Le Teint Radiant Liquid Foundation,https://www.sephora.com/product/touche-eclat-le-teint-radiance-awakening-foundation-spf-22-P405083?icid2=products%20grid:p405083,BD50 Medium/tan neutral to golden undertone,/productimages/sku/s1795673+sw.jpg,BD50 1 oz,,BD50,RGB,#C09F86
5802,Yves Saint Laurent,Touche Eclat Le Teint Radiant Liquid Foundation,https://www.sephora.com/product/touche-eclat-le-teint-radiance-awakening-foundation-spf-22-P405083?icid2=products%20grid:p405083,BR50 Medium/tan neutral to pink undertone,/productimages/sku/s1795681+sw.jpg,BR50 1 oz,,BR50,RGB,#C7A28F
5803,Yves Saint Laurent,Touche Eclat Le Teint Radiant Liquid Foundation,https://www.sephora.com/product/touche-eclat-le-teint-radiance-awakening-foundation-spf-22-P405083?icid2=products%20grid:p405083,"BD55 WARM TOFFEE medium/ tan, golden undertone - Selected",/productimages/sku/s2209393+sw.jpg,BD55 WARM TOFFEE 1 oz/ 30 mL,,BD55,RGB,#D6A47E
5804,Yves Saint Laurent,Touche Eclat Le Teint Radiant Liquid Foundation,https://www.sephora.com/product/touche-eclat-le-teint-radiance-awakening-foundation-spf-22-P405083?icid2=products%20grid:p405083,B60 Tan neutral undertone,/productimages/sku/s1795715+sw.jpg,B60 1 oz,,B60,RGB,#B79479
5805,Yves Saint Laurent,Touche Eclat Le Teint Radiant Liquid Foundation,https://www.sephora.com/product/touche-eclat-le-teint-radiance-awakening-foundation-spf-22-P405083?icid2=products%20grid:p405083,BD60 Tan neutral to golden undertone,/productimages/sku/s1795707+sw.jpg,BD60 1 oz,,BD60,RGB,#B6927B
