brand,product,description,name,specific,hex,retailer,price_category,lightness
anastasia beverly hills,luminous foundation,355N (medium skin with a neutral golden undertone)  selected,,355N,#A06F4A,both,Mid-Range,117.0
anastasia beverly hills,luminous foundation,100N (very fair skin with a neutral undertone),,100N,#F1E7DB,both,Mid-Range,230.0
anastasia beverly hills,luminous foundation,110C (very fair skin with a cool undertone),,110C,#F0E7DB,both,Mid-Range,230.0
anastasia beverly hills,luminous foundation,120W (very fair skin with a warm undertone),,120W,#EFD0AE,both,Mid-Range,206.0
anastasia beverly hills,luminous foundation,130N (very fair skin with a neutral pink undertone),,130N,#D5C1AA,both,Mid-Range,192.0
anastasia beverly hills,luminous foundation,140N (fair skin with a neutral peach undertone),,140N,#DBC2A9,both,Mid-Range,194.0
anastasia beverly hills,luminous foundation,150W (fair skin with a warm beige undertone),,150W,#EFCDA8,both,Mid-Range,204.0
anastasia beverly hills,luminous foundation,160C (fair skin with a cool golden undertone),,160C,#DEC5A7,both,Mid-Range,194.0
anastasia beverly hills,luminous foundation,200W (light skin with a warm undertone),,200W,#EDCAA1,both,Mid-Range,199.0
anastasia beverly hills,luminous foundation,210N (light skin with a neutral golden undertone),,210N,#E8C9AA,both,Mid-Range,201.0
anastasia beverly hills,luminous foundation,220N (light skin with a neutral peach undertone),,220N,#D5B596,both,Mid-Range,182.0
anastasia beverly hills,luminous foundation,230N (light skin with a pink undertone),,230N,#D5AC87,both,Mid-Range,174.0
anastasia beverly hills,luminous foundation,240N (light skin with a neutral warm undertone),,240N,#DCB087,both,Mid-Range,178.0
anastasia beverly hills,luminous foundation,250C (light skin with a cool golden undertone),,250C,#D5B187,both,Mid-Range,174.0
anastasia beverly hills,luminous foundation,260N (light skin with a neutral undertone),,260N,#D9AD7E,both,Mid-Range,172.0
anastasia beverly hills,luminous foundation,270C (light to medium skin with a cool golden undertone),,270C,#D4AF7D,both,Mid-Range,168.0
anastasia beverly hills,luminous foundation,300C (light to medium skin with a cool golden undertone),,300C,#D1AA79,both,Mid-Range,165.0
anastasia beverly hills,luminous foundation,305N (medium skin with a neutral olive undertone),,305N,#D4AB80,both,Mid-Range,170.0
anastasia beverly hills,luminous foundation,310C (medium skin with a cool olive undertone),,310C,#CB9F6D,both,Mid-Range,156.0
anastasia beverly hills,luminous foundation,315N (medium skin with a neutral beige undertone),,315N,#B99371,both,Mid-Range,149.0
anastasia beverly hills,luminous foundation,320N (medium skin with a neutral pink undertone),,320N,#B88C6A,both,Mid-Range,145.0
anastasia beverly hills,luminous foundation,290C (light to medium skin with a warm golden undertone),,290C,#D2AA72,both,Mid-Range,162.0
anastasia beverly hills,luminous foundation,330W (medium skin with a warm yellow undertone),,330W,#B4845F,both,Mid-Range,138.0
anastasia beverly hills,luminous foundation,332C (medium skin with a cool golden undertone),,332C,#BA915E,both,Mid-Range,140.0
anastasia beverly hills,luminous foundation,335W (medium skin with a warm peach undertone),,335W,#B2815C,both,Mid-Range,135.0
anastasia beverly hills,luminous foundation,340C (medium skin with a cool peach undertone),,340C,#986F50,both,Mid-Range,116.0
anastasia beverly hills,luminous foundation,345C (medium skin with a cool golden peach undertone),,345C,#AF7E57,both,Mid-Range,131.0
anastasia beverly hills,luminous foundation,350C (medium skin with a golden undertone),,350C,#A17153,both,Mid-Range,122.0
anastasia beverly hills,luminous foundation,360C (medium skin with a deep golden undertone),,360C,#A16E46,both,Mid-Range,116.0
anastasia beverly hills,luminous foundation,365C (medium to tan skin with a cool olive undertone),,365C,#9B6B43,both,Mid-Range,111.0
anastasia beverly hills,luminous foundation,370W (medium to tan skin with a warm undertone),,370W,#936038,both,Mid-Range,102.0
anastasia beverly hills,luminous foundation,400N (tan skin with a neutral peach undertone),,400N,#8E5A31,both,Mid-Range,96.0
anastasia beverly hills,luminous foundation,410C (tan skin with a golden undertone),,410C,#86562B,both,Mid-Range,88.0
anastasia beverly hills,luminous foundation,420C (tan skin with a cool undertone),,420C,#7F5430,both,Mid-Range,88.0
anastasia beverly hills,luminous foundation,430W (tan skin with a warm undertone),,430W,#8B562E,both,Mid-Range,92.0
anastasia beverly hills,luminous foundation,440C (tan skin with a cool golden undertone),,440C,#7A4F2B,both,Mid-Range,82.0
anastasia beverly hills,luminous foundation,450C (tan skin with a deep golden undertone),,450C,#724C28,both,Mid-Range,77.0
anastasia beverly hills,luminous foundation,470C (tan skin with a cool deep golden undertone),,470C,#6D4120,both,Mid-Range,70.0
anastasia beverly hills,luminous foundation,480C (tan skin with an olive undertone),,480C,#683F21,both,Mid-Range,68.0
anastasia beverly hills,luminous foundation,490W (tan skin with a red undertone),,490W,#673C1F,both,Mid-Range,67.0
anastasia beverly hills,luminous foundation,500C (deep skin with a cool pink undertone),,500C,#613920,both,Mid-Range,64.0
anastasia beverly hills,luminous foundation,510W (deep skin with a warm undertone),,510W,#533020,both,Mid-Range,58.0
anastasia beverly hills,luminous foundation,520W (deep skin with a red olive undertone),,520W,#4F2E1E,both,Mid-Range,54.0
anastasia beverly hills,luminous foundation,530N (deep skin with a neutral pink undertone),,530N,#5E331F,both,Mid-Range,62.0
anastasia beverly hills,luminous foundation,540W (deep skin with a warm red undertone),,540W,#552E21,both,Mid-Range,59.0
anastasia beverly hills,luminous foundation,550W (deep skin with a neutral undertone),,550W,#4E2F22,both,Mid-Range,56.0
anastasia beverly hills,luminous foundation,560W (deep skin with a warm beige undertone),,560W,#4A2D23,both,Mid-Range,54.0
anastasia beverly hills,luminous foundation,570N (deep skin with a neutral red undertone),,570N,#452A21,both,Mid-Range,51.0
anastasia beverly hills,luminous foundation,580W (very deep skin with a warm red undertone),,580W,#422922,both,Mid-Range,50.0
anastasia beverly hills,luminous foundation,590C (very deep skin with a cool undertone),,590C,#3E2822,both,Mid-Range,48.0
becca cosmetics,ultimate coverage 24 hour foundation,"Shell 1W1 (very fair beige w/ golden, warm undertones)  selected",Shell,1W1,#EFCBA4,both,Mid-Range,202.0
becca cosmetics,ultimate coverage 24 hour foundation,Linen 1N1 (very fair beige w/ neutral undertones) OUT OF STOCK,Linen,1N1,#F3CEB0,both,Mid-Range,210.0
becca cosmetics,ultimate coverage 24 hour foundation,"Alabaster 1C1 (very fair beige w/ rosy, cool undertones)",Alabaster,1C1,#F2CBB4,both,Mid-Range,211.0
becca cosmetics,ultimate coverage 24 hour foundation,"Porcelain 1N2 (fair beige w/ peachy, neutral undertones) OUT OF STOCK",Porcelain,1N2,#F6C8A7,both,Mid-Range,206.0
becca cosmetics,ultimate coverage 24 hour foundation,"Ivory 1C2 (fair beige w/ rosy, cool undertones)",Ivory,1C2,#F0C4AB,both,Mid-Range,206.0
becca cosmetics,ultimate coverage 24 hour foundation,"Sand 1W2 (fair beige w/ golden, warm undertones)",Sand,1W2,#F2C79D,both,Mid-Range,200.0
becca cosmetics,ultimate coverage 24 hour foundation,Cashmere 1N3 (fair to light beige w/ neutral undertones),Cashmere,1N3,#DFB38A,both,Mid-Range,180.0
becca cosmetics,ultimate coverage 24 hour foundation,"Vanilla 2W1 (light beige w/ golden, warm undertones)",Vanilla,2W1,#EEC29C,both,Mid-Range,197.0
becca cosmetics,ultimate coverage 24 hour foundation,"Bisque 2C1 (light beige w/ rosy, cool undertones)",Bisque,2C1,#EAB498,both,Mid-Range,193.0
becca cosmetics,ultimate coverage 24 hour foundation,Cashew 2N1 (light beige w/ neutral undertones),Cashew,2N1,#DDAD8C,both,Mid-Range,180.0
becca cosmetics,ultimate coverage 24 hour foundation,"Teak 2C2 (light to medium beige w/ peachy, cool undertones)",Teak,2C2,#E5AE8F,both,Mid-Range,186.0
becca cosmetics,ultimate coverage 24 hour foundation,Desert 2N2 (light to medium beige w/ neutral undertones),Desert,2N2,#E0AE8C,both,Mid-Range,182.0
becca cosmetics,ultimate coverage 24 hour foundation,"Buff 2W2 (light to medium beige w/ golden, warm undertones) OUT OF STOCK",Buff,2W2,#E1B186,both,Mid-Range,180.0
becca cosmetics,ultimate coverage 24 hour foundation,"Buttercup 3W1 (medium beige w/ golden, warm undertones)",Buttercup,3W1,#E2AD7F,both,Mid-Range,176.0
becca cosmetics,ultimate coverage 24 hour foundation,Camel 3N1 (medium pinky beige w/ neutral undertones) OUT OF STOCK,Camel,3N1,#D59C79,both,Mid-Range,167.0
becca cosmetics,ultimate coverage 24 hour foundation,Noisette 3N2 (medium peachy beige w/ neutral undertones) OUT OF STOCK,Noisette,3N2,#D49971,both,Mid-Range,162.0
becca cosmetics,ultimate coverage 24 hour foundation,"Pebble 3C1 (medium beige w/ rosy, cool undertones)",Pebble,3C1,#D8A284,both,Mid-Range,174.0
becca cosmetics,ultimate coverage 24 hour foundation,Driftwood 3W2 (medium olive w/ warm undertones),Driftwood,3W2,#DBA679,both,Mid-Range,170.0
becca cosmetics,ultimate coverage 24 hour foundation,"Cassava 3C2 (medium tawny beige w/ rosy, cool undertones)",Cassava,3C2,#D29B7B,both,Mid-Range,166.0
becca cosmetics,ultimate coverage 24 hour foundation,Khaki 3N3 (medium to tan beige w/ neutral undertones),Khaki,3N3,#CE9770,both,Mid-Range,159.0
becca cosmetics,ultimate coverage 24 hour foundation,Olive 3W3 (medium to tan olive w/ warm undertones),Olive,3W3,#CC9A70,both,Mid-Range,158.0
becca cosmetics,ultimate coverage 24 hour foundation,"Hazel 4W1 (tan caramel w/ golden, warm undertones)",Hazel,4W1,#C38353,both,Mid-Range,139.0
becca cosmetics,ultimate coverage 24 hour foundation,"Fawn 4C1 (tan bronze w/ rosy, cool undertones)",Fawn,4C1,#AD6D4B,both,Mid-Range,124.0
becca cosmetics,ultimate coverage 24 hour foundation,"Bamboo 4W2 (very tan w/ golden, warm undertones) OUT OF STOCK",Bamboo,4W2,#AA6D46,both,Mid-Range,120.0
becca cosmetics,ultimate coverage 24 hour foundation,Tan 4N1 (peachy tan w/ neutral undertones),Tan,4N1,#AA7555,both,Mid-Range,128.0
becca cosmetics,ultimate coverage 24 hour foundation,Café 4N2 (very golden tan w/ neutral undertones),Café,4N2,#A56949,both,Mid-Range,119.0
becca cosmetics,ultimate coverage 24 hour foundation,Sepia 4C2 (very tan bronze w/ cool undertones),Sepia,4C2,#A36446,both,Mid-Range,116.0
becca cosmetics,ultimate coverage 24 hour foundation,Amber 5W1 (dark peach w/ warm undertones),Amber,5W1,#A0633F,both,Mid-Range,112.0
becca cosmetics,ultimate coverage 24 hour foundation,Maple 5W2 (very dark auburn w/ warm undertones) OUT OF STOCK,Maple,5W2,#965837,both,Mid-Range,102.0
becca cosmetics,ultimate coverage 24 hour foundation,Terracotta 5N1 (dark caramel w/ neutral undertones),Terracotta,5N1,#865034,both,Mid-Range,93.0
becca cosmetics,ultimate coverage 24 hour foundation,Cardamom 5W3 (dark to deep bronze w/ warm undertones),Cardamom,5W3,#79442C,both,Mid-Range,82.0
becca cosmetics,ultimate coverage 24 hour foundation,"Coconut 5W4 (dark to deep auburn w/ peachy, warm undertones)",Coconut,5W4,#754127,both,Mid-Range,78.0
becca cosmetics,ultimate coverage 24 hour foundation,Walnut 5C1 (dark auburn w/ cool undertones),Walnut,5C1,#6C3923,both,Mid-Range,72.0
becca cosmetics,ultimate coverage 24 hour foundation,Mocha 5N2 (very dark coffee w/ neutral undertones),Mocha,5N2,#74462C,both,Mid-Range,80.0
becca cosmetics,ultimate coverage 24 hour foundation,Clove 6W1 (deep bronze w/ warm undertones),Clove,6W1,#8F5435,both,Mid-Range,98.0
becca cosmetics,ultimate coverage 24 hour foundation,Truffle 6W2 (very deep coffee w/ warm undertones),Truffle,6W2,#713E2A,both,Mid-Range,78.0
becca cosmetics,ultimate coverage 24 hour foundation,Sienna 6N2 (very deep auburn w/ neutral undertones),Sienna,6N2,#663727,both,Mid-Range,70.0
becca cosmetics,ultimate coverage 24 hour foundation,Espresso 6N1 (deep caramel w/ neutral undertones),Espresso,6N1,#643927,both,Mid-Range,70.0
becca cosmetics,ultimate coverage 24 hour foundation,Mahogany 6C1 (deep auburn w/ cool undertones),Mahogany,6C1,#5B332A,both,Mid-Range,66.0
becca cosmetics,ultimate coverage 24 hour foundation,Tonka 6W3 (deepest mahogany w/ warm undertones),Tonka,6W3,#5B3429,both,Mid-Range,66.0
becca cosmetics,ultimate coverage 24 hour foundation,Cacao 6C2 (very deep espresso w/ cool undertones),Cacao,6C2,#4F322C,both,Mid-Range,62.0
becca cosmetics,ultimate coverage 24 hour foundation,"Chestnut 6C3 (deepest, rich espresso w/ cool undertones)",Chestnut,6C3,#472D29,both,Mid-Range,56.0
benefit cosmetics,hello happy air stick foundation spf 20,Shade 3 (light/neutral)  selected,,Shade 3,#E8C3A0,both,Mid-Range,196.0
benefit cosmetics,hello happy air stick foundation spf 20,Shade 1 (fair cool),,Shade 1,#F0D2B5,both,Mid-Range,210.0
benefit cosmetics,hello happy air stick foundation spf 20,Shade 2 (light/warm),,Shade 2,#F1CB9E,both,Mid-Range,200.0
benefit cosmetics,hello happy air stick foundation spf 20,Shade 4 (medium/neutral),,Shade 4,#EAB88B,both,Mid-Range,186.0
benefit cosmetics,hello happy air stick foundation spf 20,Shade 5 (medium/neutral warm),,Shade 5,#DEAF7F,both,Mid-Range,174.0
benefit cosmetics,hello happy air stick foundation spf 20,Shade 6 (medium/warm),,Shade 6,#DDAF76,both,Mid-Range,170.0
benefit cosmetics,hello happy air stick foundation spf 20,Shade 7 (medium/tan neutral),,Shade 7,#D9A76E,both,Mid-Range,164.0
benefit cosmetics,hello happy air stick foundation spf 20,Shade 8 (tan/warm),,Shade 8,#CA986D,both,Mid-Range,156.0
benefit cosmetics,hello happy air stick foundation spf 20,Shade 9 (deep/neutral warm),,Shade 9,#B87B52,both,Mid-Range,133.0
benefit cosmetics,hello happy air stick foundation spf 20,Shade 10 (deep/warm),,Shade 10,#AC6C44,both,Mid-Range,120.0
benefit cosmetics,hello happy air stick foundation spf 20,Shade 11 (deep/neutral),,Shade 11,#9D6743,both,Mid-Range,112.0
benefit cosmetics,hello happy air stick foundation spf 20,Shade 12 (dark/neutral),,Shade 12,#835138,both,Mid-Range,94.0
benefit cosmetics,hello happy flawless brightening foundation spf 15,Shade 1 - Fair Cool  selected,Fair Cool,Shade 1,#EACFB7,both,Mid-Range,208.0
benefit cosmetics,hello happy flawless brightening foundation spf 15,Shade 2 - Light Warm,Light Warm,Shade 2,#F7D3B3,both,Mid-Range,213.0
benefit cosmetics,hello happy flawless brightening foundation spf 15,Shade 3 - Light Neutral Warm,Light Neutral Warm,Shade 3,#E9C7A4,both,Mid-Range,198.0
benefit cosmetics,hello happy flawless brightening foundation spf 15,Shade 4 - Medium Neutral,Medium Neutral,Shade 4,#D0B099,both,Mid-Range,180.0
benefit cosmetics,hello happy flawless brightening foundation spf 15,Shade 5- Medium Neutral Warm,Shade   Medium Neutral Warm,5,#DCB590,both,Mid-Range,182.0
benefit cosmetics,hello happy flawless brightening foundation spf 15,Shade 6 - Medium Warm,Medium Warm,Shade 6,#D5A575,both,Mid-Range,165.0
benefit cosmetics,hello happy flawless brightening foundation spf 15,Shade 7 - Medium-Tan Neutral,Medium-Tan Neutral,Shade 7,#C88C3F,both,Mid-Range,132.0
benefit cosmetics,hello happy flawless brightening foundation spf 15,Shade 8 - Tan Warm,Tan Warm,Shade 8,#AB6939,both,Mid-Range,114.0
benefit cosmetics,hello happy flawless brightening foundation spf 15,Shade 9 - Deep Neutral,Deep Neutral,WN 94,#8D5D35,both,Mid-Range,97.0
benefit cosmetics,hello happy flawless brightening foundation spf 15,Shade 10 - Deep Warm,Deep Warm,Shade 10,#914D26,both,Mid-Range,92.0
benefit cosmetics,hello happy flawless brightening foundation spf 15,Shade 11 - Dark Neutral,Dark Neutral,Shade 11,#6E452B,both,Mid-Range,76.0
benefit cosmetics,hello happy flawless brightening foundation spf 15,Shade 12 - Dark Warm,Dark Warm,Shade 12,#83503F,both,Mid-Range,97.0
benefit cosmetics,hello happy velvet powder foundation,Shade 1 - Fair Cool  selected,Fair Cool,Shade 1,#E3CFB7,both,Mid-Range,205.0
benefit cosmetics,hello happy velvet powder foundation,Shade 2 - Light Neutral,Light Neutral,Shade 2,#EDD2B5,both,Mid-Range,209.0
benefit cosmetics,hello happy velvet powder foundation,Shade 3 - Light Neutral Warm,Light Neutral Warm,Shade 3,#DFC7A5,both,Mid-Range,194.0
benefit cosmetics,hello happy velvet powder foundation,Shade 4 - Medium Neutral,Medium Neutral,Shade 4,#C7AE98,both,Mid-Range,176.0
benefit cosmetics,hello happy velvet powder foundation,Shade 5- Medium Neutral Warm,Shade   Medium Neutral Warm,5,#DAB48A,both,Mid-Range,178.0
benefit cosmetics,hello happy velvet powder foundation,Shade 6 - Medium Warm,Medium Warm,Shade 6,#D0A270,both,Mid-Range,160.0
benefit cosmetics,hello happy velvet powder foundation,Shade 7 - Medium-Tan Neutral,Medium-Tan Neutral,Shade 7,#C39E68,both,Mid-Range,150.0
benefit cosmetics,hello happy velvet powder foundation,Shade 8 - Tan Warm,Tan Warm,Shade 8,#B48E69,both,Mid-Range,142.0
benefit cosmetics,hello happy velvet powder foundation,Shade 9 - Deep Neutral,Deep Neutral,WN 94,#B78145,both,Mid-Range,126.0
benefit cosmetics,hello happy velvet powder foundation,Shade 10 - Deep Warm,Deep Warm,Shade 10,#946542,both,Mid-Range,107.0
benefit cosmetics,hello happy velvet powder foundation,Shade 11 - Dark Neutral,Dark Neutral,Shade 11,#926738,both,Mid-Range,101.0
benefit cosmetics,hello happy velvet powder foundation,Shade 12 - Dark Warm,Dark Warm,Shade 12,#7F5739,both,Mid-Range,92.0
it cosmetics,cc+ cream with spf 50+,Fair (very fair skin w/ warm yellow undertone)  selected,Fair,,#F9EFE3,both,Mid-Range,238.0
it cosmetics,cc+ cream with spf 50+,Fair Light (fair skin w/ cool pink undertone),Fair Light,,#FCEBDB,both,Mid-Range,236.0
it cosmetics,cc+ cream with spf 50+,Light (light skin w/ warm yellow undertone),Light,,#FBE6D1,both,Mid-Range,230.0
it cosmetics,cc+ cream with spf 50+,Light Medium (light to medium skin w/ cool pink undertone),Light Medium,,#F6CEAB,both,Mid-Range,208.0
it cosmetics,cc+ cream with spf 50+,Medium (medium skin w/ warm yellow undertone),Medium,,#EEC7A0,both,Mid-Range,199.0
it cosmetics,cc+ cream with spf 50+,Neutral Medium (medium skin w/ clean neutral undertone),Neutral Medium,,#F1C09B,both,Mid-Range,198.0
it cosmetics,cc+ cream with spf 50+,Medium Tan (medium to tan skin w/ warm yellow undertone),Medium Tan,,#E0AE86,both,Mid-Range,179.0
it cosmetics,cc+ cream with spf 50+,Neutral Tan (tan skin w/ clean neutral undertone),Neutral Tan,,#E6A77C,both,Mid-Range,177.0
it cosmetics,cc+ cream with spf 50+,Tan (tan skin w/ warm yellow undertone),Tan,,#E1965E,both,Mid-Range,160.0
it cosmetics,cc+ cream with spf 50+,Rich (tan to deep skin w/ warm yellow undertone),Rich,,#C6713E,both,Mid-Range,130.0
it cosmetics,cc+ cream with spf 50+,Rich Honey (deep skin w/ warm yellow undertone),Rich Honey,,#9E502B,both,Mid-Range,100.0
it cosmetics,cc+ cream with spf 50+,Deep (deep skin w/ neutral undertone),Deep,,#85412F,both,Mid-Range,90.0
it cosmetics,your skin but better foundation + skincare,Medium Neutral 33 (medium complexion with subtle neutral pink undertone)  selected,Medium Neutral 33,33,#D9A681,both,Mid-Range,173.0
it cosmetics,your skin but better foundation + skincare,Fair Warm 10 (very fair complexion with subtle yellow undertones),Fair Warm 10,10,#FAE6D2,both,Mid-Range,230.0
it cosmetics,your skin but better foundation + skincare,Fair Neutral 10.5 (very fair complexion with neutral undertones) OUT OF STOCK,Fair Neutral 10.5,10.5,#E8CCB5,both,Mid-Range,206.0
it cosmetics,your skin but better foundation + skincare,Fair Neutral 11 (fair complexion with neutral undertones),Fair Neutral 11,11,#ECC8A8,both,Mid-Range,202.0
it cosmetics,your skin but better foundation + skincare,Fair Warm 12 (fair complexion with yellow undertones),Fair Warm 12,12,#F0CBA7,both,Mid-Range,204.0
it cosmetics,your skin but better foundation + skincare,Light Cool 20 (light complexion with red undertones),Light Cool,20,#F4CBA8,both,Mid-Range,206.0
it cosmetics,your skin but better foundation + skincare,Light Neutral 20.5 (light complexion with subtle neutral pink undertone),Light Neutral 20.5,20.5,#EAC1A9,both,Mid-Range,202.0
it cosmetics,your skin but better foundation + skincare,Light Warm 21 (light complexion with yellow undertone),Light Warm 21,21,#EDC6A1,both,Mid-Range,199.0
it cosmetics,your skin but better foundation + skincare,Light Neutral 21.5 (light to medium complexion with subtle neutral pink undertone),Light Neutral 21.5,21.5,#E0B78F,both,Mid-Range,184.0
it cosmetics,your skin but better foundation + skincare,Light Neutral 22 (light to medium complexion with neutral undertone),Light Neutral 22,22,#DEB391,both,Mid-Range,184.0
it cosmetics,your skin but better foundation + skincare,Light Warm 22.5 (light to medium complexion with subtle yellow undertone),Light Warm 22.5,22.5,#F3CFAB,both,Mid-Range,207.0
it cosmetics,your skin but better foundation + skincare,Light Warm 23 (light to medium complexion with olive yellow undertone),Light Warm 23,23,#ECC097,both,Mid-Range,194.0
it cosmetics,your skin but better foundation + skincare,Medium Cool 30 (medium complexion with subtle red undertone),Medium Cool 30,30,#DDB290,both,Mid-Range,182.0
it cosmetics,your skin but better foundation + skincare,Medium Neutral 31 (medium complexion with neutral undertone),Medium Neutral 31,31,#D6A982,both,Mid-Range,172.0
it cosmetics,your skin but better foundation + skincare,Medium Neutral 31.5 (medium complexion with subtle neutral peachy undertone),Medium Neutral 31.5,31.5,#CCA17B,both,Mid-Range,164.0
it cosmetics,your skin but better foundation + skincare,Medium Warm 32 (medium complexion with subtle olive yellow undertone),Medium Warm 32,32,#D7A06F,both,Mid-Range,163.0
it cosmetics,your skin but better foundation + skincare,Medium Cool 34 (medium to tan complexion with subtle red undertone),Medium Cool 34,34,#D79F7A,both,Mid-Range,168.0
it cosmetics,your skin but better foundation + skincare,Medium Warm 35 (medium to tan complexion with golden yellow undertone),Medium Warm 35,35,#C99567,both,Mid-Range,152.0
it cosmetics,your skin but better foundation + skincare,Medium Cool 36 (medium to tan complexion with subtle red undertone),Medium Cool 36,36,#D3A187,both,Mid-Range,173.0
it cosmetics,your skin but better foundation + skincare,Tan Neutral 39 (tan complexion with neutral undertone),Tan Neutral 39,39,#C1936F,both,Mid-Range,152.0
it cosmetics,your skin but better foundation + skincare,Tan Cool 40 (tan complexion with subtle red undertone),Tan Cool,40,#CD996C,both,Mid-Range,156.0
it cosmetics,your skin but better foundation + skincare,Tan Warm 41 (tan complexion with subtle yellow undertone),Tan Warm 41,41,#D09868,both,Mid-Range,156.0
it cosmetics,your skin but better foundation + skincare,Tan Neutral 42 (tan complexion with neutral olive undertone),Tan Neutral 42,42,#D3965D,both,Mid-Range,152.0
it cosmetics,your skin but better foundation + skincare,Tan Warm 42.5 (tan complexion with golden yellow undertone),Tan Warm 42.5,42.5,#B6855A,both,Mid-Range,136.0
it cosmetics,your skin but better foundation + skincare,Tan Warm 43 (tan complexion with yellow undertone),Tan Warm 43,43,#B47E50,both,Mid-Range,130.0
it cosmetics,your skin but better foundation + skincare,Tan Warm 44 (tan to rich complexion with subtle peachy yellow undertone),Tan Warm 44,44,#B87241,both,Mid-Range,124.0
it cosmetics,your skin but better foundation + skincare,Rich Cool 50 (dark tan complexion with subtle red undertone),Rich Cool 50,50,#AA7451,both,Mid-Range,126.0
it cosmetics,your skin but better foundation + skincare,Rich Warm 51 (dark tan complexion with subtle yellow undertone),Rich Warm 51,51,#9E6338,both,Mid-Range,107.0
it cosmetics,your skin but better foundation + skincare,Rich Neutral 51.25 (dark tan complexion with subtle golden neutral undertone),Rich Neutral 51.25,51.25,#9E6E4D,both,Mid-Range,118.0
it cosmetics,your skin but better foundation + skincare,Rich Warm 51.5 (dark tan complexion with yellow undertone),Rich Warm 51.5,51.5,#996239,both,Mid-Range,105.0
it cosmetics,your skin but better foundation + skincare,Rich Cool 51.75 (rich to deep complexion with subtle red undertone),Rich Cool 51.75,51.75,#9A6542,both,Mid-Range,110.0
it cosmetics,your skin but better foundation + skincare,Rich Warm 52 (rich to deep complexion with golden yellow undertone),Rich Warm 52,52,#8E512B,both,Mid-Range,92.0
it cosmetics,your skin but better foundation + skincare,Rich Neutral 53 (rich to deep complexion with subtle golden neutral undertone),Rich Neutral 53,53,#945E40,both,Mid-Range,106.0
it cosmetics,your skin but better foundation + skincare,Deep Neutral 58 (deep complexion with neutral undertone),Deep Neutral 58,58,#7C4E3A,both,Mid-Range,91.0
it cosmetics,your skin but better foundation + skincare,Deep Cool 59 (deep complexion with subtle red undertone),Deep Cool 59,59,#895337,both,Mid-Range,96.0
it cosmetics,your skin but better foundation + skincare,Deep Warm 60 (deep complexion with golden yellow undertone),Deep Warm,60,#73492A,both,Mid-Range,78.0
it cosmetics,your skin but better foundation + skincare,Deep Neutral 61 (deep complexion with subtle red neutral undertone),Deep Neutral 61,61,#6A3C22,both,Mid-Range,70.0
it cosmetics,your skin but better foundation + skincare,Deep Cool 62 (very complexion with rich red undertone),Deep Cool 62,62,#603725,both,Mid-Range,66.0
it cosmetics,your skin but better foundation + skincare,Deep Cool 63 (very deep complexion with subtle red undertone),Deep Cool 63,63,#673F39,both,Mid-Range,80.0
it cosmetics,your skin but better foundation + skincare,Deep Cool 64 (very deep complexion with blueish red undertone),Deep Cool 64,64,#644846,both,Mid-Range,85.0
kvd vegan beauty,lock-it foundation,Medium 54 N (medium sesame with neutral undertone)  selected,Medium N 54,54N,#D19264,both,Mid-Range,154.0
kvd vegan beauty,lock-it foundation,Light 40 N (near-white for mixing & artistry looks),Light N 40,40,#F9D3B9,both,Mid-Range,217.0
kvd vegan beauty,lock-it foundation,Light 41 N (fair ivory with neutral undertone),Light N 41,41,#F1CCB6,both,Mid-Range,212.0
kvd vegan beauty,lock-it foundation,Light 42 N (fair porcelain with neutral undertone),Light N 42,42N,#FBCCB2,both,Mid-Range,214.0
kvd vegan beauty,lock-it foundation,Light 42 W (fair porcelain with warm undertone),Light W 42,42W,#F8CEA3,both,Mid-Range,206.0
kvd vegan beauty,lock-it foundation,Light 43 W (fair linen with warm undertone),Light W 43,43,#F9C496,both,Mid-Range,200.0
kvd vegan beauty,lock-it foundation,Light 44 C (fair alabaster with cool undertone),Light C 44,44,#F1C4AD,both,Mid-Range,207.0
kvd vegan beauty,lock-it foundation,Light 45 N (light beige with neutral undertone),Light N 45,45N,#F1BF91,both,Mid-Range,193.0
kvd vegan beauty,lock-it foundation,Light 45 W (light beige with warm undertone),Light W 45,45W,#F2BA91,both,Mid-Range,194.0
kvd vegan beauty,lock-it foundation,Light 46 C (light taupe with cool undertone),Light C 46,46,#E5B49F,both,Mid-Range,194.0
kvd vegan beauty,lock-it foundation,Light 47 N (light bisque with neutral undertone),Light N 47,47,#E1AD85,both,Mid-Range,179.0
kvd vegan beauty,lock-it foundation,Light 48 N (light sand with neutral undertone),Light N 48,48,#DBA37E,both,Mid-Range,172.0
kvd vegan beauty,lock-it foundation,Light 49 N (light apricot with neutral undertone),Light N 49,49,#E5A57C,both,Mid-Range,176.0
kvd vegan beauty,lock-it foundation,Medium 51 W (medium sand with warm undertone),Medium W 51,51,#D7A777,both,Mid-Range,167.0
kvd vegan beauty,lock-it foundation,Medium 52 N (medium bisque with neutral undertone),Medium N 52,52N,#E4B59F,both,Mid-Range,194.0
kvd vegan beauty,lock-it foundation,Medium 52 W (medium bisque with warm undertone),Medium W 52,52W,#E5A37B,both,Mid-Range,176.0
kvd vegan beauty,lock-it foundation,Medium 52.5 N (medium wheat with neutral undertone),Medium N 52.5,52.5,#CFA575,both,Mid-Range,162.0
kvd vegan beauty,lock-it foundation,Medium 53 N (medium beige with neutral undertone),Medium N 53,53N,#D29761,both,Mid-Range,154.0
