brand,product,description,name,specific,hex,retailer,price_category,lightness
urban decay cosmetics,stay naked weightless liquid foundation,30WY (light warm w/ golden undertone),,30WY,#C4A382,ulta,Drugstore,163.0
urban decay cosmetics,stay naked weightless liquid foundation,30CP (light cool w/ rosy undertone),,30CP,#F3D2B8,ulta,Drugstore,214.0
urban decay cosmetics,stay naked weightless liquid foundation,31NN (light neutral w/ neutral undertone),,31NN,#BA9672,ulta,Drugstore,150.0
urban decay cosmetics,stay naked weightless liquid foundation,30CG (light cool w/n olive undertone),,30CG,#C3A67E,ulta,Drugstore,160.0
urban decay cosmetics,stay naked weightless liquid foundation,40NN (light-medium neutral w/ neutral undertone),,40NN,#C6A788,ulta,Drugstore,167.0
urban decay cosmetics,stay naked weightless liquid foundation,40WY (light-medium warm w/ golden undertone),,40WY,#CB9F7A,ulta,Drugstore,162.0
urban decay cosmetics,stay naked weightless liquid foundation,40WO (light-medium warm w/ peachy undertone),,40WO,#BE9771,ulta,Drugstore,152.0
urban decay cosmetics,stay naked weightless liquid foundation,40CP (light-medium cool w/ rosy undertone),,40CP,#B89575,ulta,Drugstore,150.0
urban decay cosmetics,stay naked weightless liquid foundation,41NN (light-medium neutral w/ neutral undertone),,41NN,#A98467,ulta,Drugstore,136.0
urban decay cosmetics,stay naked weightless liquid foundation,50WY (medium warm w/ golden undertone),,50WY,#B4916B,ulta,Drugstore,144.0
urban decay cosmetics,stay naked weightless liquid foundation,50NN (medium neutral w/ neutral undertone),,50NN,#9F7D5B,ulta,Drugstore,125.0
urban decay cosmetics,stay naked weightless liquid foundation,51WY (medium warm w/ golden undertone),,51WY,#B48A60,ulta,Drugstore,138.0
urban decay cosmetics,stay naked weightless liquid foundation,51NN (medium neutral w/ neutral undertone),,51NN,#A9845A,ulta,Drugstore,130.0
urban decay cosmetics,stay naked weightless liquid foundation,50CG (medium cool w/ olive undertone),,50CG,#9E774F,ulta,Drugstore,118.0
urban decay cosmetics,stay naked weightless liquid foundation,50CP (medium cool w/ rosy undertone),,50CP,#AE8656,ulta,Drugstore,130.0
urban decay cosmetics,stay naked weightless liquid foundation,50WO (medium warm w/ peachy undertone),,50WO,#A37952,ulta,Drugstore,122.0
urban decay cosmetics,stay naked weightless liquid foundation,60NN (medium-dark neutral w/ neutral undertone),,60NN,#A98056,ulta,Drugstore,128.0
urban decay cosmetics,stay naked weightless liquid foundation,60CG (medium-dark cool w/n olive undertone),,60CG,#9E784C,ulta,Drugstore,117.0
urban decay cosmetics,stay naked weightless liquid foundation,60WY (medium-dark warm w/ golden undertone),,60WY,#AE8354,ulta,Drugstore,129.0
urban decay cosmetics,stay naked weightless liquid foundation,60WR (medium-dark warm w/ rich undertone),,60WR,#A87953,ulta,Drugstore,126.0
urban decay cosmetics,stay naked weightless liquid foundation,60WO (medium-dark warm w/ peachy undertone),,60WO,#97714B,ulta,Drugstore,113.0
urban decay cosmetics,stay naked weightless liquid foundation,61NN (medium-dark neutral w/ neutral undertone),,61NN,#9D7249,ulta,Drugstore,115.0
urban decay cosmetics,stay naked weightless liquid foundation,70WY (dark warm w/ golden undertone),,70WY,#835C3F,ulta,Drugstore,97.0
urban decay cosmetics,stay naked weightless liquid foundation,70NN (dark neutral w/ neutral undertone),,70NN,#A07554,ulta,Drugstore,122.0
urban decay cosmetics,stay naked weightless liquid foundation,71NN (dark neutral w/ neutral undertone),,71NN,#835E40,ulta,Drugstore,98.0
urban decay cosmetics,stay naked weightless liquid foundation,70WR (dark warm w/ rich undertone),,70WR,#77523D,ulta,Drugstore,90.0
urban decay cosmetics,stay naked weightless liquid foundation,71WY (dark warm w/ golden undertone),,71WY,#7C5941,ulta,Drugstore,94.0
urban decay cosmetics,stay naked weightless liquid foundation,70CB (dark cool w/ plum undertone),,70CB,#815F40,ulta,Drugstore,96.0
urban decay cosmetics,stay naked weightless liquid foundation,80WY (deep warm w/ golden undertone),,80WY,#73543F,ulta,Drugstore,89.0
urban decay cosmetics,stay naked weightless liquid foundation,80WO (deep warm w/ peachy undertone),,80WO,#6D4D3C,ulta,Drugstore,84.0
urban decay cosmetics,stay naked weightless liquid foundation,80NN (deep neutral w/ neutral undertone),,80NN,#69523C,ulta,Drugstore,82.0
urban decay cosmetics,stay naked weightless liquid foundation,81NN (deep neutral w/ neutral undertone),,81NN,#5B4336,ulta,Drugstore,72.0
urban decay cosmetics,stay naked weightless liquid foundation,81WY (deep warm w/ golden undertone),,81WY,#5E4230,ulta,Drugstore,71.0
urban decay cosmetics,stay naked weightless liquid foundation,80CG (deep cool w/n olive undertone),,80CG,#6D4F3B,ulta,Drugstore,84.0
urban decay cosmetics,stay naked weightless liquid foundation,80WR (deep warm w/ rich undertone),,80WR,#654438,ulta,Drugstore,78.0
urban decay cosmetics,stay naked weightless liquid foundation,90NN (ultra-deep neutral w/ neutral undertone),,90NN,#5E4134,ulta,Drugstore,73.0
urban decay cosmetics,stay naked weightless liquid foundation,90WO (ultra-deep warm w/ peachy undertone),,90WO,#4E332B,ulta,Drugstore,60.0
urban decay cosmetics,stay naked weightless liquid foundation,90WR (ultra-deep warm w/ rich undertone),,90WR,#563831,ulta,Drugstore,68.0
urban decay cosmetics,stay naked weightless liquid foundation,91NN (ultra-deep neutral w/ neutral undertone),,91NN,#543F35,ulta,Drugstore,68.0
urban decay cosmetics,stay naked weightless liquid foundation,91WR (ultra-deep warm w/ rich undertone),,91WR,#4E312D,ulta,Drugstore,62.0
urban decay cosmetics,stay naked weightless liquid foundation,92NN (ultra-deep neutral w/ neutral undertone),,92NN,#392B27,ulta,Drugstore,48.0
urban decay cosmetics,stay naked weightless liquid foundation,90CB (ultra-deep cool w/ plum undertone),,90CB,#463631,ulta,Drugstore,60.0
juvia's place,i am magic foundation,100 Sudan (for the deepest darkest skin w/ a cool undertone)  selected,Sudan,100,#382725,ulta,Drugstore,46.0
juvia's place,i am magic foundation,110 Senegal (for the deepest darkest skin w/ a neutral undertone),Senegal,110,#54332B,ulta,Drugstore,64.0
juvia's place,i am magic foundation,120 Chad (for the deepest darkest skin w/ neutral undertone),Chad,120,#4C2C26,ulta,Drugstore,57.0
juvia's place,i am magic foundation,130 Mali (for the deepest darkest skin tone w/ a warm undertone),Mali,130,#613327,ulta,Drugstore,68.0
juvia's place,i am magic foundation,140 Angola (for deep dark skin w/ a warm olive undertone),Angola,140,#723A28,ulta,Drugstore,77.0
juvia's place,i am magic foundation,150 Kano (for deep dark skin w/ a warm undertone),Kano,150,#8B4329,ulta,Drugstore,90.0
juvia's place,i am magic foundation,200 Kenya (for deep dark skin w/ a warm golden undertone),Kenya,200,#8D4525,ulta,Drugstore,89.0
juvia's place,i am magic foundation,205 Tanzania (for deep dark skin w/ a cool undertone),Tanzania,205,#894327,ulta,Drugstore,88.0
juvia's place,i am magic foundation,210 Togo (for deep dark skin w/ a cool olive undertone),Togo,210,#7A4129,ulta,Drugstore,82.0
juvia's place,i am magic foundation,220 Dakar (for deep dark skin w/ warm undertones),Dakar,220,#90452A,ulta,Drugstore,93.0
juvia's place,i am magic foundation,230 Malawi (for dark skin w/ golden undertones),Malawi,230,#9E5426,ulta,Drugstore,98.0
juvia's place,i am magic foundation,240 Lagos (for dark skin w/ neutral undertones),Lagos,240,#90502D,ulta,Drugstore,94.0
juvia's place,i am magic foundation,300 Gabon (for dark skin w/ neutral golden undertones),Gabon,300,#9D5637,ulta,Drugstore,106.0
juvia's place,i am magic foundation,310 Burkina (i am magic creamy foundations for dark skin w/ neutral warm undertones),Burkina,310,#9E542D,ulta,Drugstore,102.0
juvia's place,i am magic foundation,320 Zaria (w/ warm slightly red undertones),Zaria,320,#8E4726,ulta,Drugstore,90.0
juvia's place,i am magic foundation,330 Accra (for dark skin w/ cool olive undertones),Accra,330,#A36335,ulta,Drugstore,108.0
juvia's place,i am magic foundation,340 Kampala (for dark tan skin w/ golden undertones),Kampala,340,#A35D31,ulta,Drugstore,106.0
juvia's place,i am magic foundation,350 Somalia (for dark tan skin w/ warm undertones),Somalia,350,#B46636,ulta,Drugstore,117.0
juvia's place,i am magic foundation,400 Ethiopia (for tan skin w/ neutral warm undertones),Ethiopia,400,#D99C66,ulta,Drugstore,160.0
juvia's place,i am magic foundation,410 Nairobi (for tan skin with a cool undertone),Nairobi,410,#B26634,ulta,Drugstore,115.0
juvia's place,i am magic foundation,420 Havana (for tan skin with a peach undertone),Havana,420,#D68751,ulta,Drugstore,148.0
juvia's place,i am magic foundation,430 Rio (for tan skin w/ golden olive undertones),Rio,430,#B06B34,ulta,Drugstore,114.0
juvia's place,i am magic foundation,435 Punta Cana (for tan skin w/ neutral golden undertones),Punta Cana,435,#B8753E,ulta,Drugstore,123.0
juvia's place,i am magic foundation,440 Savanna (for tan skin w/ cool olive undertones),Savanna,440,#BF7E4C,ulta,Drugstore,134.0
juvia's place,i am magic foundation,450 Casablanca (for tan skin w/ golden warm undertones),Casablanca,450,#D99C66,ulta,Drugstore,160.0
juvia's place,i am magic foundation,500 Bogota (for medium to tan skin w/ warm golden undertones),Bogota,500,#CB9F7C,ulta,Drugstore,164.0
juvia's place,i am magic foundation,510 Aruba (for medium skin w/ golden undertones),Aruba,510,#DC9D5A,ulta,Drugstore,155.0
juvia's place,i am magic foundation,520 Tangier (for medium skin w/ warm undertones),Tangier,520,#DD9B5F,ulta,Drugstore,158.0
juvia's place,i am magic foundation,530 Ibiza (for medium w/ cool golden undertones),Ibiza,530,#E2B075,ulta,Drugstore,172.0
juvia's place,i am magic foundation,540 Giza (for medium skin w/ cool neutral undertones),Giza,540,#DBA26B,ulta,Drugstore,163.0
juvia's place,i am magic foundation,550 Martinique (for medium skin w/ neutral warm undertones),Martinique,550,#F3C48F,ulta,Drugstore,193.0
juvia's place,i am magic foundation,600 Cairo (for light skin w/ neutral warm undertones),Cairo,600,#F3C7A0,ulta,Drugstore,202.0
juvia's place,i am magic foundation,610 Cebu (for light skin w/ neutral undertones),Cebu,610,#DDB088,ulta,Drugstore,178.0
juvia's place,i am magic foundation,620 Fes (for light skin w/ neutral warm undertones),Fes,620,#D4A682,ulta,Drugstore,171.0
juvia's place,i am magic foundation,630 Capri (for light skin w/ neutral warm undertones),Capri,630,#E9C29A,ulta,Drugstore,194.0
juvia's place,i am magic foundation,640 Malta (for light skin peachy undertones),Malta,640,#EFCFA9,ulta,Drugstore,204.0
juvia's place,i am magic foundation,650 Alexandria (for light skin w/ neutral undertones),Alexandria,650,#DCB189,ulta,Drugstore,178.0
juvia's place,i am magic foundation,700 Vienna (for very light skin w/ warm undertones),Vienna,700,#F5DCBA,ulta,Drugstore,216.0
juvia's place,i am magic foundation,710 Maricao (for very light skin w/ neutral peachy undertones),Maricao,710,#E3C5AC,ulta,Drugstore,200.0
juvia's place,i am magic foundation,720 Bali (for very light skin w/ a neutral undertone),Bali,720,#E3C09B,ulta,Drugstore,191.0
juvia's place,i am magic foundation,730 Isla (for very light skin w/ neutral cool undertones),Isla,730,#ECC4A8,ulta,Drugstore,202.0
juvia's place,i am magic foundation,740 Marisol (for very very light skin w/ neutral undertones),Marisol,740,#F2C5A8,ulta,Drugstore,205.0
ofra cosmetics,absolute cover foundation,7 (a tan shade w/ a warm undertone)  selected,,7,#A58B69,ulta,Drugstore,135.0
ofra cosmetics,absolute cover foundation,0.25 (a light shade w/ a warm undertone),,0.25,#C9AD81,ulta,Drugstore,165.0
ofra cosmetics,absolute cover foundation,3 (a medium shade w/ a cool undertone),,3,#B5977F,ulta,Drugstore,154.0
ofra cosmetics,absolute cover foundation,4 (a medium shade w/ a neutral undertone),,4,#C5A783,ulta,Drugstore,164.0
ofra cosmetics,absolute cover foundation,4.25 (a medium shade w/ a cool undertone),,4.25,#C9AC86,ulta,Drugstore,168.0
ofra cosmetics,absolute cover foundation,4.75 (a medium shade w/ a cool undertone),,4.75,#B19172,ulta,Drugstore,146.0
ofra cosmetics,absolute cover foundation,5 (a tan shade w/ a cool undertone),,5,#AF9374,ulta,Drugstore,146.0
ofra cosmetics,absolute cover foundation,6 (a tan shade w/ a neutral undertone),,6,#C6A377,ulta,Drugstore,158.0
ofra cosmetics,absolute cover foundation,7.15 (a tan shade w/ a neutral undertone),,7.15,#C5A472,ulta,Drugstore,156.0
ofra cosmetics,absolute cover foundation,7.2 (a tan shade w/ a warm undertone),,7.2,#AF804A,ulta,Drugstore,124.0
ofra cosmetics,absolute cover foundation,7.25 (a tan-deep shade w/ a neutral undertone),,7.25,#9C774D,ulta,Drugstore,116.0
ofra cosmetics,absolute cover foundation,7.5 (a tan-deep shade w/ a warm undertone),,7.5,#A07349,ulta,Drugstore,116.0
ofra cosmetics,absolute cover foundation,8 (a deep shade w/ a warm undertone),,8,#9A6E48,ulta,Drugstore,113.0
ofra cosmetics,absolute cover foundation,8.5 (a deep shade w/ a neutral undertone),,8.5,#7C6047,ulta,Drugstore,98.0
ofra cosmetics,absolute cover foundation,9 (a deep shade w/ a cool undertone),,9,#8D6B4A,ulta,Drugstore,108.0
ofra cosmetics,absolute cover foundation,10 (a deep shade w/ a neutral undertone),,10,#614C40,ulta,Drugstore,80.0
ulta,effortless effect foundation,Light Warm  selected,Light Warm,,#EEC6A3,ulta,Drugstore,200.0
ulta,effortless effect foundation,Fair Warm,Fair Warm,,#E2CEB0,ulta,Drugstore,201.0
ulta,effortless effect foundation,Fair Cool,Fair Cool,,#F3DED2,ulta,Drugstore,226.0
ulta,effortless effect foundation,Fair to Light Cool,Fair to Light Cool,,#F1CDAE,ulta,Drugstore,208.0
ulta,effortless effect foundation,Fair Neutral,Fair Neutral,,#F7E7D9,ulta,Drugstore,232.0
ulta,effortless effect foundation,Fair to Light Neutral,Fair to Light Neutral,,#F4E1D1,ulta,Drugstore,226.0
ulta,effortless effect foundation,Fair to Light Warm,Fair to Light Warm,,#F0D7B7,ulta,Drugstore,212.0
ulta,effortless effect foundation,Light Cool,Light Cool,,#E3B79A,ulta,Drugstore,190.0
ulta,effortless effect foundation,Light to Medium Cool,Light to Medium Cool,,#ECC0A3,ulta,Drugstore,200.0
ulta,effortless effect foundation,Light to Medium Neutral,Light to Medium Neutral,,#D4A276,ulta,Drugstore,165.0
ulta,effortless effect foundation,Medium Cool,Medium Cool,,#F4D0B0,ulta,Drugstore,210.0
ulta,effortless effect foundation,Medium Warm,Medium Warm,,#DCA47E,ulta,Drugstore,173.0
ulta,effortless effect foundation,Medium Neutral,Medium Neutral,,#D4A57A,ulta,Drugstore,167.0
ulta,effortless effect foundation,Medium to Tan Warm,Medium to Tan Warm,,#D89965,ulta,Drugstore,158.0
ulta,effortless effect foundation,Medium Olive,Medium Olive,,#DCAA77,ulta,Drugstore,170.0
ulta,effortless effect foundation,Medium Peach,Medium Peach,,#E4AE7F,ulta,Drugstore,178.0
ulta,effortless effect foundation,Medium to Tan Peach,Medium to Tan Peach,,#D19C66,ulta,Drugstore,156.0
ulta,effortless effect foundation,Tan Cool,Tan Cool,,#CC8357,ulta,Drugstore,146.0
ulta,effortless effect foundation,Tan Warm,Tan Warm,,#E7B68D,ulta,Drugstore,186.0
ulta,effortless effect foundation,Tan Neutral,Tan Neutral,,#D49572,ulta,Drugstore,163.0
ulta,effortless effect foundation,Tan Olive,Tan Olive,,#D79B70,ulta,Drugstore,164.0
ulta,effortless effect foundation,Dark Neutral,Dark Neutral,,#AE6132,ulta,Drugstore,112.0
ulta,effortless effect foundation,Dark Cool,Dark Cool,,#853B27,ulta,Drugstore,86.0
ulta,effortless effect foundation,Deep Warm,Deep Warm,,#B16F4E,ulta,Drugstore,128.0
ulta,effortless effect foundation,Deep Neutral,Deep Neutral,WN 94,#713F27,ulta,Drugstore,76.0
ulta,effortless effect foundation,Deep Cool,Deep Cool,,#9F5535,ulta,Drugstore,106.0
florence by mills,like a light skin tint,F010 (fair w/ cool undertones)  selected,,F010,#F8CBAE,ulta,Drugstore,211.0
florence by mills,like a light skin tint,F020 (fair w/ neutral undertones),,F020,#F4B68A,ulta,Drugstore,191.0
florence by mills,like a light skin tint,L030 (light w/ neutral undertones),,L030,#D3A282,ulta,Drugstore,170.0
florence by mills,like a light skin tint,L040 (light w/ cool undertones),,L040,#DAA47F,ulta,Drugstore,172.0
florence by mills,like a light skin tint,LM050 (light to medium w/ warm undertones),,LM050,#D2A07D,ulta,Drugstore,168.0
florence by mills,like a light skin tint,LM060 (light to medium with cool undertones),,LM060,#D6A17F,ulta,Drugstore,170.0
florence by mills,like a light skin tint,LM070 (light to medium w/ neutral undertones),,LM070,#D19A79,ulta,Drugstore,165.0
florence by mills,like a light skin tint,M080 (medium w/ warm and golden undertones),,M080,#CA9B7F,ulta,Drugstore,164.0
florence by mills,like a light skin tint,MT110 (medium to tan w/ neutral undertones),,MT110,#C18766,ulta,Drugstore,148.0
florence by mills,like a light skin tint,MT120,,MT120,#C2865D,ulta,Drugstore,144.0
florence by mills,like a light skin tint,T140 (tan w/ cool and neutral undertones),,T140,#B67A56,ulta,Drugstore,134.0
florence by mills,like a light skin tint,TD160 (tan to deep w/ warm undertones),,TD160,#AE7153,ulta,Drugstore,128.0
florence by mills,like a light skin tint,D170 (deep w/ warm and golden undertones),,D170,#98664E,ulta,Drugstore,115.0
florence by mills,like a light skin tint,D180 (deep w/ warm undertones),,D180,#9C644A,ulta,Drugstore,115.0
florence by mills,like a light skin tint,D200 (deep w/ neutral undertones),,D200,#664D47,ulta,Drugstore,86.0
covergirl,clean fresh skin milk foundation,Light 540  selected,Light,540,#E7BEA2,ulta,Drugstore,196.0
covergirl,clean fresh skin milk foundation,Porcelain 510,Porcelain,510,#F6E4D7,ulta,Drugstore,230.0
covergirl,clean fresh skin milk foundation,Fair 520,Fair,520,#EFC6A8,ulta,Drugstore,204.0
covergirl,clean fresh skin milk foundation,Fair/Light 530,Fair/Light,530,#EBC1A4,ulta,Drugstore,200.0
covergirl,clean fresh skin milk foundation,Light/Medium 550,Light/Medium,550,#EAC29E,ulta,Drugstore,196.0
covergirl,clean fresh skin milk foundation,Medium 560,Medium,560,#E9BA98,ulta,Drugstore,192.0
covergirl,clean fresh skin milk foundation,Medium/Tan 570,Medium/Tan,570,#DFB390,ulta,Drugstore,184.0
covergirl,clean fresh skin milk foundation,Tan 580,Tan,580,#CEA17F,ulta,Drugstore,166.0
covergirl,clean fresh skin milk foundation,Tan/Rich 590,Tan/Rich,590,#AE815A,ulta,Drugstore,132.0
covergirl,clean fresh skin milk foundation,Rich 600,Rich,600,#B0835C,ulta,Drugstore,134.0
covergirl,clean fresh skin milk foundation,Rich/Deep 610,Rich/Deep,610,#BF8A64,ulta,Drugstore,146.0
covergirl,clean fresh skin milk foundation,Deep 620,Deep,620,#A67E59,ulta,Drugstore,128.0
covergirl,clean fresh skin milk foundation,Deep/Dark 630,Deep/Dark,630,#9C765D,ulta,Drugstore,124.0
covergirl,clean fresh skin milk foundation,Dark 640,Dark,640,#755745,ulta,Drugstore,93.0
milani,screen queen foundation,Warm Buff  selected,Warm Buff,,#D69D6F,ulta,Drugstore,162.0
milani,screen queen foundation,Classic Alabaster,Classic Alabaster,,#FBE9DB,ulta,Drugstore,235.0
milani,screen queen foundation,Cool Porcelain,Cool Porcelain,,#F7E3D4,ulta,Drugstore,230.0
milani,screen queen foundation,Warm Nude,Warm Nude,,#F6D7B9,ulta,Drugstore,216.0
milani,screen queen foundation,Warm Linen,Warm Linen,,#F4D4AE,ulta,Drugstore,209.0
milani,screen queen foundation,Nude Ivory,Nude Ivory,,#F8D1B2,ulta,Drugstore,213.0
milani,screen queen foundation,Cool Shell,Cool Shell,,#F8CDAD,ulta,Drugstore,210.0
milani,screen queen foundation,Soft Linen,Soft Linen,,#F2CBAC,ulta,Drugstore,207.0
milani,screen queen foundation,Golden Fair,Golden Fair,,#F4CCA9,ulta,Drugstore,206.0
milani,screen queen foundation,Warm Shell,Warm Shell,,#EFCBB1,ulta,Drugstore,208.0
milani,screen queen foundation,Nude Beige,Nude Beige,,#E9BD97,ulta,Drugstore,192.0
milani,screen queen foundation,Golden Shell,Golden Shell,,#F4C79E,ulta,Drugstore,201.0
milani,screen queen foundation,Natural Beige,Natural Beige,,#E8B88C,ulta,Drugstore,186.0
milani,screen queen foundation,Soft Vanilla,Soft Vanilla,,#E9B98B,ulta,Drugstore,186.0
milani,screen queen foundation,Warm Vanilla,Warm Vanilla,,#EDBE8F,ulta,Drugstore,190.0
milani,screen queen foundation,Natural Bisque,Natural Bisque,,#DDB181,ulta,Drugstore,175.0
milani,screen queen foundation,Warm Bisque,Warm Bisque,,#D7B189,ulta,Drugstore,176.0
milani,screen queen foundation,Nude Sand,Nude Sand,,#E5B286,ulta,Drugstore,182.0
milani,screen queen foundation,Warm Beige,Warm Beige,,#D9A172,ulta,Drugstore,166.0
milani,screen queen foundation,Deep Beige,Deep Beige,,#E0A36C,ulta,Drugstore,166.0
milani,screen queen foundation,Golden Sand,Golden Sand,,#DEAA81,ulta,Drugstore,176.0
milani,screen queen foundation,Nude Bisque,Nude Bisque,,#DCA879,ulta,Drugstore,170.0
milani,screen queen foundation,Golden Bisque,Golden Bisque,,#D9A677,ulta,Drugstore,168.0
milani,screen queen foundation,Natural Tan,Natural Tan,,#B67E57,ulta,Drugstore,134.0
milani,screen queen foundation,Soft Chai,Soft Chai,,#D49F77,ulta,Drugstore,166.0
milani,screen queen foundation,Golden Tan,Golden Tan,,#BE895D,ulta,Drugstore,142.0
milani,screen queen foundation,Deep Tan,Deep Tan,,#C69563,ulta,Drugstore,148.0
milani,screen queen foundation,Toasted Chai,Toasted Chai,,#C98E59,ulta,Drugstore,145.0
milani,screen queen foundation,Warm Tawny,Warm Tawny,,#BE8557,ulta,Drugstore,138.0
milani,screen queen foundation,Warm Almond,Warm Almond,,#B5773E,ulta,Drugstore,122.0
milani,screen queen foundation,Toasted Tawny,Toasted Tawny,,#BE8B64,ulta,Drugstore,145.0
milani,screen queen foundation,Golden Hazelnut,Golden Hazelnut,,#B37741,ulta,Drugstore,122.0
milani,screen queen foundation,Deep Amber,Deep Amber,,#AA6C39,ulta,Drugstore,114.0
milani,screen queen foundation,Warm Bronze,Warm Bronze,,#975F36,ulta,Drugstore,102.0
milani,screen queen foundation,Cool Sienna,Cool Sienna,,#99653E,ulta,Drugstore,108.0
milani,screen queen foundation,Spiced Toffee,Spiced Toffee,,#995E2D,ulta,Drugstore,99.0
milani,screen queen foundation,Natural Toffee,Natural Toffee,,#875531,ulta,Drugstore,92.0
milani,screen queen foundation,Golden Sienna,Golden Sienna,,#724829,ulta,Drugstore,78.0
milani,screen queen foundation,Rich Sienna,Rich Sienna,,#684229,ulta,Drugstore,72.0
milani,screen queen foundation,Warm Mahogany,Warm Mahogany,,#614036,ulta,Drugstore,76.0
milani,screen queen foundation,Warm Mocha,Warm Mocha,,#57352F,ulta,Drugstore,67.0
milani,screen queen foundation,Rich Mahogany,Rich Mahogany,,#54332A,ulta,Drugstore,63.0
milani,screen queen foundation,Rich Cocoa,Rich Cocoa,,#432C2A,ulta,Drugstore,54.0
milani,screen queen foundation,Nude Mocha,Nude Mocha,,#392928,ulta,Drugstore,48.0
milani,screen queen foundation,Deep Espresso,Deep Espresso,,#2F2828,ulta,Drugstore,44.0
bareminerals,original liquid mineral foundation broad spectrum spf 20,Golden Medium 14 (for light warm skin with a subtle peach hue)  selected,Golden Medium,14,#E9B179,ulta,Drugstore,177.0
bareminerals,original liquid mineral foundation broad spectrum spf 20,Fair 01 (for very fair cool skin with a pink hue),Fair,01,#FDE3CF,ulta,Drugstore,230.0
bareminerals,original liquid mineral foundation broad spectrum spf 20,Fair Ivory 02 (for very fair neutral skin with a peach hue),Fair Ivory,02,#FCCCAC,ulta,Drugstore,212.0
bareminerals,original liquid mineral foundation broad spectrum spf 20,Fairly Light 03 (for very fair warm skin with a subtle peach hue),Fairly Light,03,#EDC6A5,ulta,Drugstore,201.0
bareminerals,original liquid mineral foundation broad spectrum spf 20,Golden Fair 04 (for very fair warm skin with a yellow hue),Golden Fair,04,#FACE9F,ulta,Drugstore,204.0
bareminerals,original liquid mineral foundation broad spectrum spf 20,Fairly Medium 05 (for fair cool skin with a pink hue),Fairly Medium,05,#EFC6B0,ulta,Drugstore,208.0
bareminerals,original liquid mineral foundation broad spectrum spf 20,Neutral Ivory 06 (for very light neutral skin with a peach hue),Neutral Ivory,06,#F2B792,ulta,Drugstore,194.0
bareminerals,original liquid mineral foundation broad spectrum spf 20,Golden Ivory 07 (for very light warm skin with a yellow hue),Golden Ivory,07,#F6C494,ulta,Drugstore,197.0
bareminerals,original liquid mineral foundation broad spectrum spf 20,Light 08 (for very light neutral skin with a subtle yellow hue),Light,08,#F1B885,ulta,Drugstore,187.0
bareminerals,original liquid mineral foundation broad spectrum spf 20,Light Beige 09 (for light cool skin with a pink hue),Light Beige,09,#F1C5A0,ulta,Drugstore,200.0
bareminerals,original liquid mineral foundation broad spectrum spf 20,Medium 10 (for medium cool skin with a pink hue),Medium,10,#E2AF9A,ulta,Drugstore,190.0
bareminerals,original liquid mineral foundation broad spectrum spf 20,Soft Medium 11 (for very light cool skin with a pink hue),Soft Medium,11,#E1A77F,ulta,Drugstore,176.0
bareminerals,original liquid mineral foundation broad spectrum spf 20,Medium Beige 12 (for light neutral skin with a peach hue),Medium Beige,12,#E4AD81,ulta,Drugstore,178.0
bareminerals,original liquid mineral foundation broad spectrum spf 20,Golden Beige 13 (for light warm skin with a yellow hue),Golden Beige,13,#E1A477,ulta,Drugstore,172.0
bareminerals,original liquid mineral foundation broad spectrum spf 20,Neutral Medium 15 (for medium neutral skin with a peach hue),Neutral Medium,15,#E3A676,ulta,Drugstore,172.0
bareminerals,original liquid mineral foundation broad spectrum spf 20,Golden Nude 16 (for medium-tan neutral skin with a peach hue),Golden Nude,16,#ECAD7C,ulta,Drugstore,180.0
bareminerals,original liquid mineral foundation broad spectrum spf 20,Tan Nude 17 (for medium-tan warm skin with a golden hue),Tan Nude,17,#C98F70,ulta,Drugstore,156.0
bareminerals,original liquid mineral foundation broad spectrum spf 20,Medium Tan 18 (for medium-tan neutral skin with a subtle rosy hue),Medium Tan,18,#B17559,ulta,Drugstore,133.0
bareminerals,original liquid mineral foundation broad spectrum spf 20,Tan 19 (for tan cool skin with a rosy hue),Tan,19,#B0765A,ulta,Drugstore,133.0
bareminerals,original liquid mineral foundation broad spectrum spf 20,Golden Tan 20 (for medium-tan cool skin with a rosy hue),Golden Tan,20,#BA8058,ulta,Drugstore,137.0
bareminerals,original liquid mineral foundation broad spectrum spf 20,Neutral Tan 21 (for tan warm skin with a golden hue),Neutral Tan,21,#C5895F,ulta,Drugstore,146.0
bareminerals,original liquid mineral foundation broad spectrum spf 20,Warm Tan 22 (for tan-dark neutral skin with a peach hue),Warm Tan,22,#C17F57,ulta,Drugstore,140.0
bareminerals,original liquid mineral foundation broad spectrum spf 20,Medium Dark 23 (for deep neutral skin with a subtle red hue),Medium Dark,23,#9B5628,ulta,Drugstore,98.0
bareminerals,original liquid mineral foundation broad spectrum spf 20,Neutral Dark 24 (for dark cool skin with a red hue),Neutral Dark,24,#9C5E2A,ulta,Drugstore,99.0
bareminerals,original liquid mineral foundation broad spectrum spf 20,Golden Dark 25 (for dark neutral skin with a peach hue),Golden Dark,25,#A36744,ulta,Drugstore,116.0
bareminerals,original liquid mineral foundation broad spectrum spf 20,Warm Dark 26 (for dark warm skin with a golden hue),Warm Dark,26,#A86D46,ulta,Drugstore,119.0
bareminerals,original liquid mineral foundation broad spectrum spf 20,Warm Deep 27 (for deep neutral skin with a subtle golden),Warm Deep,27,#8E5431,ulta,Drugstore,96.0
bareminerals,original liquid mineral foundation broad spectrum spf 20,Golden Deep 28 (for very deep neutral skin with a subtle red hue),Golden Deep,28,#975E3A,ulta,Drugstore,104.0
